GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER(	DOSES	COVERAGE					TARGET --> The number of people in the target population (e.g. girls or boys eligible for HPV vaccination that year).
WHO_REGIONS	EUR	European Region	2024	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5859996	1173830	20					
WHO_REGIONS	AMR	Region of the Americas	2024	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7838963	2579384	33					
WHO_REGIONS	SEAR	South-East Asia Region	2024	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16589916	5895	0					
WHO_REGIONS	WPR	Western Pacific Region	2024	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	15566882	155560	1					
WHO_REGIONS	AFR	African Region	2023	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14237030	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2023	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	8293679	0	0					
WHO_REGIONS	EUR	European Region	2023	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5749707	1034483	18					
WHO_REGIONS	AMR	Region of the Americas	2023	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7881230	2602780	33					
WHO_REGIONS	SEAR	South-East Asia Region	2023	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16571940	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2023	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	15310945	163825	1					
WHO_REGIONS	AFR	African Region	2022	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	13858649	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2022	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	8063395	0	0					
WHO_REGIONS	EUR	European Region	2022	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5577271	876835	16					
WHO_REGIONS	AMR	Region of the Americas	2022	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7891014	2616401	33					
WHO_REGIONS	SEAR	South-East Asia Region	2022	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16642463	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2022	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14997151	150436	1					
WHO_REGIONS	AFR	African Region	2021	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	13477104	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2021	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7844792	0	0					
WHO_REGIONS	EUR	European Region	2021	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5447255	502703	9					
WHO_REGIONS	AMR	Region of the Americas	2021	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7873562	2509299	32					
WHO_REGIONS	SEAR	South-East Asia Region	2021	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16777419	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2021	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14718035	148518	1					
WHO_REGIONS	AFR	African Region	2020	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	13067228	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2020	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7661433	0	0					
WHO_REGIONS	EUR	European Region	2020	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5378366	272712	5					
WHO_REGIONS	AMR	Region of the Americas	2020	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7862729	2053954	26					
WHO_REGIONS	SEAR	South-East Asia Region	2020	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16950334	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2020	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14529546	126851	1					
WHO_REGIONS	AFR	African Region	2019	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	12661025	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2019	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7541967	0	0					
WHO_REGIONS	EUR	European Region	2019	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5330049	125700	2					
WHO_REGIONS	AMR	Region of the Americas	2019	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7863500	1812747	23					
WHO_REGIONS	SEAR	South-East Asia Region	2019	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	17101658	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2019	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14369665	134160	1					
WHO_REGIONS	AFR	African Region	2018	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	12286498	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2018	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7453877	0	0					
WHO_REGIONS	EUR	European Region	2018	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5271781	51772	1					
WHO_REGIONS	AMR	Region of the Americas	2018	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7868764	1398237	18					
WHO_REGIONS	SEAR	South-East Asia Region	2018	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	17226500	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2018	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14293229	112217	1					
WHO_REGIONS	AFR	African Region	2017	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	11942423	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2017	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7366655	0	0					
WHO_REGIONS	EUR	European Region	2017	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5235159	11345	0					
WHO_REGIONS	AMR	Region of the Americas	2017	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7897796	1066008	14					
WHO_REGIONS	SEAR	South-East Asia Region	2017	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	17352504	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2017	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14375792	108599	1					
WHO_REGIONS	AFR	African Region	2016	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	11618925	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2016	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7290017	0	0					
WHO_REGIONS	EUR	European Region	2016	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5277886	1335	0					
WHO_REGIONS	AMR	Region of the Americas	2016	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7946083	845132	11					
WHO_REGIONS	SEAR	South-East Asia Region	2016	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	17326303	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2016	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14723188	107420	1					
WHO_REGIONS	AFR	African Region	2015	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	11291366	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2015	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7206691	0	0					
WHO_REGIONS	EUR	European Region	2015	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5298601	444	0					
WHO_REGIONS	AMR	Region of the Americas	2015	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7951263	638070	8					
WHO_REGIONS	SEAR	South-East Asia Region	2015	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	17132524	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2015	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14785882	99958	1					
WHO_REGIONS	AFR	African Region	2014	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	10947787	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2014	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7102232	0	0					
WHO_REGIONS	EUR	European Region	2014	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5308676	0	0					
WHO_REGIONS	AMR	Region of the Americas	2014	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7926345	540066	7					
WHO_REGIONS	SEAR	South-East Asia Region	2014	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16978539	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2014	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14654868	90746	1					
WHO_REGIONS	AFR	African Region	2013	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	10658289	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2013	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	6996320	0	0					
WHO_REGIONS	EUR	European Region	2013	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5356816	0	0					
WHO_REGIONS	AMR	Region of the Americas	2013	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7905958	320187	4					
WHO_REGIONS	SEAR	South-East Asia Region	2013	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16893649	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2013	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	14882023	0	0					
WHO_REGIONS	AFR	African Region	2012	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	10444578	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2012	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	6924755	0	0					
WHO_REGIONS	EUR	European Region	2012	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5402492	0	0					
WHO_REGIONS	AMR	Region of the Americas	2012	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7896439	169795	2					
WHO_REGIONS	SEAR	South-East Asia Region	2012	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16785548	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2012	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	15187350	0	0					
WHO_REGIONS	AFR	African Region	2011	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	10231865	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2011	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	6885772	0	0					
WHO_REGIONS	EUR	European Region	2011	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5483348	0	0					
WHO_REGIONS	AMR	Region of the Americas	2011	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7921629	21298	0					
WHO_REGIONS	SEAR	South-East Asia Region	2011	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16664779	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2011	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	15512374	0	0					
WHO_REGIONS	AFR	African Region	2010	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	9860478	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2010	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	6974217	0	0					
WHO_REGIONS	EUR	European Region	2010	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	5570467	0	0					
WHO_REGIONS	AMR	Region of the Americas	2010	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	7945746	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2010	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	16533651	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2010	15HPVC_M	HPV Vaccination coverage by age 15, last dose, males	HPV	HPV Estimates	15791331	0	0					
WHO_REGIONS	AFR	African Region	2024	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	14321961	6779718	47					
WHO_REGIONS	AFR	African Region	2024	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14608772	87994	1					
WHO_REGIONS	AFR	African Region	2024	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	14321961	4058582	28					
WHO_REGIONS	AFR	African Region	2024	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14608772	0	0					
WHO_REGIONS	AFR	African Region	2024	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	14321961	3156096	22					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2024	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	8112983	17607	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2024	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	8112983	19034	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2024	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	8496160	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2024	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	8496160	6467	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2024	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	8112983	198786	2					
WHO_REGIONS	EUR	European Region	2024	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5575089	2266678	41					
WHO_REGIONS	EUR	European Region	2024	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5859996	1334598	23					
WHO_REGIONS	EUR	European Region	2024	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5575089	1776485	32					
WHO_REGIONS	EUR	European Region	2024	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5859996	1646013	28					
WHO_REGIONS	EUR	European Region	2024	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5575089	2222993	40					
WHO_REGIONS	AMR	Region of the Americas	2024	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7838963	3837310	49					
WHO_REGIONS	AMR	Region of the Americas	2024	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7498020	5703708	76					
WHO_REGIONS	AMR	Region of the Americas	2024	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7498020	5260752	70					
WHO_REGIONS	AMR	Region of the Americas	2024	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7838963	3261425	42					
WHO_REGIONS	AMR	Region of the Americas	2024	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7498020	5120089	68					
WHO_REGIONS	SEAR	South-East Asia Region	2024	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	16589916	5692	0					
WHO_REGIONS	SEAR	South-East Asia Region	2024	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15188764	513182	3					
WHO_REGIONS	SEAR	South-East Asia Region	2024	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	16589916	6031	0					
WHO_REGIONS	SEAR	South-East Asia Region	2024	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15188764	668611	4					
WHO_REGIONS	SEAR	South-East Asia Region	2024	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15188764	2157147	14					
WHO_REGIONS	WPR	Western Pacific Region	2024	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	15566882	165032	1					
WHO_REGIONS	WPR	Western Pacific Region	2024	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13910497	1120196	8					
WHO_REGIONS	WPR	Western Pacific Region	2024	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13910497	3417631	25					
WHO_REGIONS	WPR	Western Pacific Region	2024	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13910497	797724	6					
WHO_REGIONS	WPR	Western Pacific Region	2024	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	15566882	145513	1					
WHO_REGIONS	AFR	African Region	2023	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13965906	3156860	23					
WHO_REGIONS	AFR	African Region	2023	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13965906	5652102	40					
WHO_REGIONS	AFR	African Region	2023	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13965906	1943741	14					
WHO_REGIONS	AFR	African Region	2023	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14237030	102562	1					
WHO_REGIONS	AFR	African Region	2023	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14237030	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2023	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7913475	17377	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2023	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7913475	14633	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2023	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	8293679	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2023	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	8293679	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2023	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7913475	42920	1					
WHO_REGIONS	EUR	European Region	2023	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5468209	2265675	41					
WHO_REGIONS	EUR	European Region	2023	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5749707	1209786	21					
WHO_REGIONS	EUR	European Region	2023	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5468209	1725326	32					
WHO_REGIONS	EUR	European Region	2023	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5468209	2215195	41					
WHO_REGIONS	EUR	European Region	2023	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5749707	1547325	27					
WHO_REGIONS	AMR	Region of the Americas	2023	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7538877	5809194	77					
WHO_REGIONS	AMR	Region of the Americas	2023	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7881230	3439553	44					
WHO_REGIONS	AMR	Region of the Americas	2023	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7881230	3320572	42					
WHO_REGIONS	AMR	Region of the Americas	2023	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7538877	5019660	67					
WHO_REGIONS	AMR	Region of the Americas	2023	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7538877	5191938	69					
WHO_REGIONS	SEAR	South-East Asia Region	2023	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	16571940	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2023	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15215246	898044	6					
WHO_REGIONS	SEAR	South-East Asia Region	2023	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	16571940	5463	0					
WHO_REGIONS	SEAR	South-East Asia Region	2023	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15215246	302009	2					
WHO_REGIONS	SEAR	South-East Asia Region	2023	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15215246	202938	1					
WHO_REGIONS	WPR	Western Pacific Region	2023	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13680129	722550	5					
WHO_REGIONS	WPR	Western Pacific Region	2023	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	15310945	170064	1					
WHO_REGIONS	WPR	Western Pacific Region	2023	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13680129	1144400	8					
WHO_REGIONS	WPR	Western Pacific Region	2023	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13680129	2947756	22					
WHO_REGIONS	WPR	Western Pacific Region	2023	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	15310945	132427	1					
WHO_REGIONS	AFR	African Region	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13601347	2929058	22					
WHO_REGIONS	AFR	African Region	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	13858649	0	0					
WHO_REGIONS	AFR	African Region	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13601347	1910354	14					
WHO_REGIONS	AFR	African Region	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13601347	3747364	28					
WHO_REGIONS	AFR	African Region	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	13858649	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7695830	16826	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7695830	13375	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	8063395	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7695830	169068	2					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	8063395	0	0					
WHO_REGIONS	EUR	European Region	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5577271	1062992	19					
WHO_REGIONS	EUR	European Region	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5302811	2096775	40					
WHO_REGIONS	EUR	European Region	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5302811	2086366	39					
WHO_REGIONS	EUR	European Region	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5577271	1110553	20					
WHO_REGIONS	EUR	European Region	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5302811	1623805	31					
WHO_REGIONS	AMR	Region of the Americas	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7891014	3112882	39					
WHO_REGIONS	AMR	Region of the Americas	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7545312	5176433	69					
WHO_REGIONS	AMR	Region of the Americas	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7545312	5751554	76					
WHO_REGIONS	AMR	Region of the Americas	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7891014	3332426	42					
WHO_REGIONS	AMR	Region of the Americas	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7545312	4988433	66					
WHO_REGIONS	SEAR	South-East Asia Region	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	16642463	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15327999	195074	1					
WHO_REGIONS	SEAR	South-East Asia Region	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15327999	188661	1					
WHO_REGIONS	SEAR	South-East Asia Region	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	16642463	5311	0					
WHO_REGIONS	SEAR	South-East Asia Region	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15327999	439487	3					
WHO_REGIONS	WPR	Western Pacific Region	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14997151	139166	1					
WHO_REGIONS	WPR	Western Pacific Region	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13400218	946838	7					
WHO_REGIONS	WPR	Western Pacific Region	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13400218	1228353	9					
WHO_REGIONS	WPR	Western Pacific Region	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13400218	1210748	9					
WHO_REGIONS	WPR	Western Pacific Region	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14997151	162421	1					
WHO_REGIONS	AFR	African Region	2021	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	13477104	0	0					
WHO_REGIONS	AFR	African Region	2021	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13230265	1620769	12					
WHO_REGIONS	AFR	African Region	2021	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13230265	2780959	21					
